,total_cases,year,weekofyear,week_start_date,month,fall,spring,summer,winter,station_avg_temp_c,station_max_temp_c,station_min_temp_c,reanalysis_tdtr_k,reanalysis_specific_humidity_g_per_kg,reanalysis_precip_amt_kg_per_m2,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,ndvi_average,ndvi_average_cat,grassy,soily,watery,station_avg_temp_c_shift,station_max_temp_c_shift,station_min_temp_c_shift,reanalysis_tdtr_k_shift,reanalysis_specific_humidity_g_per_kg_shift,reanalysis_precip_amt_kg_per_m2_shift,grassy_shift,soily_shift,watery_shift,station_max_temp_c_shift_18,station_min_temp_c_shift_18,station_avg_temp_c_shift_18,reanalysis_tdtr_k_shift_8,reanalysis_specific_humidity_g_per_kg_shift_12,reanalysis_precip_amt_kg_per_m2_shift_8,grassy_shift_20,soily_shift_20,watery_shift_20
11,42,1990.0,40.0,1990-10-01,10,1,0,0,0,28.77142857,33.3,23.9,2.9,18.18,36.1,0.22855,0.18975,0.2124857,0.2011857,0.20799285,grassy,1,0,0,28.24285714,32.8,23.9,1.742857143,17.89285714,36.6,1.0,0.0,0.0,33.238888888888894,23.38888888888889,28.19523809444444,2.4089285715,17.9623809525,39.1725,0.55,0.45,0.0
12,33,1990.0,41.0,1990-10-08,10,1,0,0,0,28.62857143,33.3,24.4,2.571428571,18.51285714,132.39999999999998,0.17115,0.06755,0.1794667,0.1577167,0.14397084999999998,soily,0,1,0,28.34285714,32.8,24.4,2.257142857,17.46857143,16.4,1.0,0.0,0.0,33.21111111111111,23.45,28.243650792777782,2.3678571428749997,17.9121428575,36.8975,0.6,0.4,0.0
13,43,1990.0,42.0,1990-10-15,10,1,0,0,0,27.62857143,32.8,23.3,1.871428571,18.11571429,279.6,0.10661999999999999,0.0702,0.1816167,0.16575,0.131046675,soily,0,1,0,28.77142857,33.3,23.9,2.9,18.18,36.1,1.0,0.0,0.0,33.11666666666666,23.450000000000003,28.234126983333333,2.43928571425,17.97559523833333,38.910000000000004,0.65,0.35,0.0
14,37,1990.0,43.0,1990-10-22,10,1,0,0,0,26.77142857,32.2,21.7,1.8,17.75,94.52,0.1462,0.08975,0.1288286,0.1239286,0.12217679999999999,soily,0,1,0,28.62857143,33.3,24.4,2.571428571,18.51285714,132.39999999999998,0.0,1.0,0.0,33.05555555555556,23.477777777777774,28.26269841222222,2.5285714285,18.040238095000003,42.7225,0.6,0.4,0.0
15,57,1990.0,44.0,1990-10-29,10,1,0,0,0,27.97142857,33.3,22.8,1.785714286,18.03428571,22.26,0.25225,0.1834333,0.318,0.2959,0.262395825,grassy,1,0,0,27.62857143,32.8,23.3,1.871428571,18.11571429,279.6,0.0,1.0,0.0,33.08888888888888,23.477777777777778,28.274603174444444,2.4517857141249997,18.104761905,74.435,0.55,0.45,0.0
16,71,1990.0,45.0,1990-11-05,11,1,0,0,0,28.47142857,33.3,23.9,2.385714286,18.07428571,14.399999999999999,0.1526,0.181775,0.1783286,0.1866286,0.17483305000000002,grassy,1,0,0,26.77142857,32.2,21.7,1.8,17.75,94.52,0.0,1.0,0.0,32.99444444444444,23.416666666666668,28.18571428555556,2.439285714125,18.117738095833335,81.275,0.5,0.5,0.0
17,44,1990.0,46.0,1990-11-12,11,1,0,0,0,27.54285714,32.8,22.2,2.2,17.08571429,7.100000000000001,0.29079999999999995,0.22460000000000002,0.1803857,0.2348857,0.23266784999999998,grassy,1,0,0,27.97142857,33.3,22.8,1.785714286,18.03428571,22.26,1.0,0.0,0.0,32.96111111111111,23.416666666666668,28.165873015555558,2.2285714285,18.124761905,80.2575,0.55,0.45,0.0
18,56,1990.0,47.0,1990-11-19,11,1,0,0,0,26.8,31.7,22.2,2.528571429,16.75285714,36.7,0.2722,0.33035,0.1316333,0.1253833,0.21489165,grassy,1,0,0,28.47142857,33.3,23.9,2.385714286,18.07428571,14.399999999999999,1.0,0.0,0.0,32.92777777777778,23.38888888888889,28.173809523333333,2.16428571425,18.087976190000003,79.035,0.6,0.4,0.0
19,53,1990.0,48.0,1990-11-26,11,1,0,0,0,26.2,31.1,20.6,1.985714286,16.20857143,44.3,0.1367667,0.21652500000000002,0.1767857,0.1415857,0.167915775,soily,0,1,0,27.54285714,32.8,22.2,2.2,17.08571429,7.100000000000001,1.0,0.0,0.0,32.98888888888889,23.416666666666664,28.173015872222223,2.221428571375,17.997261905000002,75.3475,0.65,0.35,0.0
20,52,1990.0,49.0,1990-12-03,12,0,0,0,1,25.98571429,29.4,22.2,2.057142857,16.16142857,71.8,0.1098,0.0886,0.2667833,0.2517,0.17922082499999997,grassy,1,0,0,26.8,31.7,22.2,2.528571429,16.75285714,36.7,1.0,0.0,0.0,32.92777777777778,23.322222222222223,28.099206348333336,2.255357142875,17.8503571425,77.885,0.7,0.3,0.0
21,47,1990.0,50.0,1990-12-10,12,0,0,0,1,24.68571429,29.4,19.4,2.985714286,13.61571429,4.100000000000001,0.12135000000000001,0.26166,0.1913857,0.2099857,0.19609535,grassy,1,0,0,26.2,31.1,20.6,1.985714286,16.20857143,44.3,0.0,1.0,0.0,32.89444444444444,23.2,27.99285714222222,2.141071428625,17.737738095,78.91,0.7,0.3,0.0
22,26,1990.0,51.0,1990-12-17,12,0,0,0,1,25.71428571,30.6,21.1,2.871428571,15.95428571,32.31,0.2931333,0.26686669999999996,0.2608571,0.3027286,0.280896425,grassy,1,0,0,25.98571429,29.4,22.2,2.057142857,16.16142857,71.8,1.0,0.0,0.0,32.61666666666666,23.166666666666664,27.867460317222225,2.076785714375,17.519761904166668,71.33500000000001,0.7,0.3,0.0
23,27,1990.0,52.0,1990-12-24,12,0,0,0,1,25.15714286,28.9,21.1,2.285714286,13.68285714,5.460000000000004,0.3025,0.2772333,0.1712667,0.1616222,0.22815554999999998,grassy,1,0,0,24.68571429,29.4,19.4,2.985714286,13.61571429,4.100000000000001,1.0,0.0,0.0,32.400000000000006,22.950000000000003,27.672222222222224,2.21607142875,17.163333333333334,36.8975,0.7,0.3,0.0
24,21,1991.0,1.0,1991-01-01,1,0,0,0,1,24.38571429,29.4,18.9,2.528571429,13.51142857,4.800000000000001,0.1465,0.1404667,0.1515,0.1673143,0.15144525,soily,0,1,0,25.71428571,30.6,21.1,2.871428571,15.95428571,32.31,1.0,0.0,0.0,32.27777777777777,22.855555555555554,27.542857142777777,2.350000000125,17.037142856666666,29.121250000000003,0.7,0.3,0.0
25,21,1991.0,2.0,1991-01-08,1,0,0,0,1,24.91428571,28.3,21.1,1.885714286,14.67142857,26.33,0.09444999999999999,0.1004667,0.2519,0.1376167,0.14610835,soily,0,1,0,25.15714286,28.9,21.1,2.285714286,13.68285714,5.460000000000004,1.0,0.0,0.0,32.03333333333333,22.733333333333334,27.365873016111113,2.412500000125,16.662380951666666,27.021250000000002,0.75,0.25,0.0
26,26,1991.0,3.0,1991-01-15,1,0,0,0,1,25.24285714,29.4,21.1,2.0,14.79857143,27.4,0.25979334,0.2935667,0.2599429,0.2179,0.257800735,grassy,1,0,0,24.38571429,29.4,18.9,2.528571429,13.51142857,4.800000000000001,0.0,1.0,0.0,31.877777777777776,22.427777777777777,27.12857142888889,2.430357143,16.245595237499998,25.82125,0.75,0.25,0.0
27,34,1991.0,4.0,1991-01-22,1,0,0,0,1,24.71428571,29.4,18.3,2.557142857,13.87857143,0.6999999999999993,0.3313,0.3093333,0.2210286,0.2027571,0.26610475,grassy,1,0,0,24.91428571,28.3,21.1,1.885714286,14.67142857,26.33,0.0,1.0,0.0,31.627777777777776,22.305555555555557,26.938888888888886,2.39107142875,15.958571427499999,28.225,0.7,0.3,0.0
28,37,1991.0,5.0,1991-01-29,1,0,0,0,1,24.82857143,30.0,18.9,2.771428571,14.04428571,5.699999999999999,0.0917,0.246425,0.2438571,0.1956,0.194395525,grassy,1,0,0,25.24285714,29.4,21.1,2.0,14.79857143,27.4,1.0,0.0,0.0,31.377777777777776,22.12222222222222,26.747619047222223,2.3250000001249997,15.712619046666665,27.0625,0.7,0.3,0.0
29,17,1991.0,6.0,1991-02-05,2,0,0,0,1,25.05714286,30.0,20.6,2.428571429,14.54142857,19.69,0.3801,0.2285667,0.2550429,0.2258,0.2723774,grassy,1,0,0,24.71428571,29.4,18.3,2.557142857,13.87857143,0.6999999999999993,1.0,0.0,0.0,31.188888888888886,21.811111111111114,26.551587301111113,2.3964285715,15.366309523333335,21.6125,0.7,0.3,0.0
30,19,1991.0,7.0,1991-02-12,2,0,0,0,1,25.14285714,32.2,18.9,3.2,14.46,21.4,0.0712,0.22110000000000002,0.2762429,0.2673429,0.20897145,grassy,1,0,0,24.82857143,30.0,18.9,2.771428571,14.04428571,5.699999999999999,1.0,0.0,0.0,31.033333333333335,21.505555555555556,26.356349206111112,2.48571428575,15.030476190000002,13.350000000000001,0.7,0.3,0.0
31,25,1991.0,8.0,1991-02-19,2,0,0,0,1,25.84285714,32.2,20.0,2.571428571,15.03571429,26.2,0.09077,0.20940000000000003,0.1084333,0.1194,0.13200082500000002,soily,0,1,0,25.05714286,30.0,20.6,2.428571429,14.54142857,19.69,1.0,0.0,0.0,30.850000000000005,21.32222222222222,26.150000000000002,2.416071428625,14.818452380000002,15.298750000000002,0.7,0.3,0.0
32,18,1991.0,9.0,1991-02-26,2,0,0,0,1,25.25714286,30.6,20.0,2.114285714,14.79428571,23.8,0.1702,0.2086,0.13752,0.1914333,0.176938325,grassy,1,0,0,25.14285714,32.2,18.9,3.2,14.46,21.4,1.0,0.0,0.0,30.788888888888884,21.016666666666666,25.956349206111113,2.45714285725,14.627380951666668,13.935,0.7,0.3,0.0
33,21,1991.0,10.0,1991-03-05,3,0,1,0,0,26.01428571,31.1,20.6,2.242857143,14.92,8.3,0.21075,0.2641,0.2476857,0.2163571,0.2347232,grassy,1,0,0,25.84285714,32.2,20.0,2.571428571,15.03571429,26.2,0.0,1.0,0.0,30.755555555555556,20.833333333333332,25.857142856666666,2.4928571428749997,14.529642856666667,16.5275,0.65,0.35,0.0
34,17,1991.0,11.0,1991-03-12,3,0,1,0,0,25.92857143,31.7,20.6,2.728571429,14.78714286,13.369999999999997,0.07483334,0.144131,0.21325,0.2405429,0.16818931,soily,0,1,0,25.25714286,30.6,20.0,2.114285714,14.79428571,23.8,1.0,0.0,0.0,30.666666666666668,20.73888888888889,25.773015872777776,2.4410714285,14.415714285,18.9025,0.7,0.3,0.0
35,17,1991.0,12.0,1991-03-19,3,0,1,0,0,26.08571429,32.2,21.1,2.542857143,14.74571429,11.100000000000001,0.1279,0.1784,0.1470143,0.1593,0.153153575,soily,0,1,0,26.01428571,31.1,20.6,2.242857143,14.92,8.3,1.0,0.0,0.0,30.54444444444444,20.616666666666667,25.664285713888887,2.485714285625,14.524404760833335,16.64875,0.75,0.25,0.0
36,16,1991.0,13.0,1991-03-26,3,0,1,0,0,26.05714286,32.2,22.2,2.757142857,15.14857143,21.26,0.28035,0.22357500000000002,0.2478833,0.2473857,0.24979849999999998,grassy,1,0,0,25.92857143,31.7,20.6,2.728571429,14.78714286,13.369999999999997,0.0,1.0,0.0,30.45555555555556,20.433333333333334,25.523015872777776,2.57678571425,14.427142856666665,14.895,0.75,0.25,0.0
37,16,1991.0,14.0,1991-04-02,4,0,1,0,0,25.24285714,28.9,20.6,2.285714286,13.99142857,20.9,0.1691,0.216825,0.2605143,0.2219714,0.217102675,grassy,1,0,0,26.08571429,32.2,21.1,2.542857143,14.74571429,11.100000000000001,0.0,1.0,0.0,30.422222222222224,20.372222222222224,25.44206349222222,2.575,14.515714285833333,16.195,0.7,0.3,0.0
38,15,1991.0,15.0,1991-04-09,4,0,1,0,0,25.3,28.9,21.1,2.628571429,14.99285714,19.78,0.1765,0.2763,0.1845333,0.1773667,0.203675,grassy,1,0,0,26.05714286,32.2,22.2,2.757142857,15.14857143,21.26,1.0,0.0,0.0,30.450000000000003,20.37222222222222,25.400793651111112,2.57321428575,14.652142857500001,18.14,0.7,0.3,0.0
39,23,1991.0,16.0,1991-04-16,4,0,1,0,0,25.51428571,29.4,21.1,2.014285714,13.73285714,21.9,0.0774,0.1024,0.16355,0.2061667,0.13737917500000002,soily,0,1,0,25.24285714,28.9,20.6,2.285714286,13.99142857,20.9,1.0,0.0,0.0,30.327777777777776,20.372222222222224,25.347619047777776,2.555357142875,14.595476190833333,18.291249999999998,0.7,0.3,0.0
40,16,1991.0,17.0,1991-04-23,4,0,1,0,0,26.52857143,32.8,21.7,2.3,15.46142857,19.7,0.10658334,0.18845,0.1883143,0.2249429,0.177072635,grassy,1,0,0,25.3,28.9,21.1,2.628571429,14.99285714,19.78,1.0,0.0,0.0,30.300000000000004,20.311111111111114,25.309523809444443,2.4839285715,14.611666666666666,18.08875,0.7,0.3,0.0
41,17,1991.0,18.0,1991-04-30,4,0,1,0,0,27.31428571,32.2,22.8,2.8,16.31428571,8.380000000000003,0.2091667,0.160575,0.1761714,0.1761714,0.180521125,grassy,1,0,0,25.51428571,29.4,21.1,2.014285714,13.73285714,21.9,0.0,1.0,0.0,30.299999999999997,20.405555555555555,25.355555555000002,2.414285714375,14.599523809166667,17.55125,0.7,0.3,0.0
42,12,1991.0,19.0,1991-05-07,5,0,1,0,0,26.92857143,31.7,22.8,2.414285714,16.18571429,20.6,0.11595,0.18017499999999997,0.1063857,0.1111857,0.12842409999999999,soily,0,1,0,26.52857143,32.8,21.7,2.3,15.46142857,19.7,1.0,0.0,0.0,30.422222222222224,20.43888888888889,25.400793650555556,2.437500000125,14.7176190475,17.03875,0.7,0.3,0.0
43,17,1991.0,20.0,1991-05-14,5,0,1,0,0,26.52857143,30.6,22.8,2.5,15.97428571,35.37,0.118205,0.10455,0.15115,0.0964,0.11757625000000001,soily,0,1,0,27.31428571,32.2,22.8,2.8,16.31428571,8.380000000000003,1.0,0.0,0.0,30.605555555555554,20.533333333333335,25.52063492,2.5071428572500003,14.8653571425,17.04875,0.7,0.3,0.0
44,10,1991.0,21.0,1991-05-21,5,0,1,0,0,27.38571429,31.7,22.8,1.857142857,16.50142857,59.3,0.0669,0.1335667,0.09711667,0.1356,0.1082958425,soily,0,1,0,26.92857143,31.7,22.8,2.414285714,16.18571429,20.6,0.0,1.0,0.0,30.73333333333333,20.750000000000004,25.661904761111114,2.467857142875,15.009166666666665,17.9525,0.65,0.35,0.0
45,15,1991.0,22.0,1991-05-28,5,0,1,0,0,27.94285714,33.3,23.3,2.142857143,16.64571429,43.4,0.1401,0.1594667,0.2143167,0.2571,0.19274585,grassy,1,0,0,26.52857143,30.6,22.8,2.5,15.97428571,35.37,0.0,1.0,0.0,30.86111111111111,20.844444444444445,25.751587301111115,2.4625,15.087380951666667,20.986250000000002,0.6,0.4,0.0
46,19,1991.0,23.0,1991-06-04,6,0,0,1,0,28.07142857,33.3,23.3,2.871428571,16.32428571,5.0,0.08585,0.087,0.1196,0.1659286,0.11459464999999999,soily,0,1,0,27.38571429,31.7,22.8,1.857142857,16.50142857,59.3,0.0,1.0,0.0,30.988888888888894,20.938888888888886,25.870634920555556,2.3499999999999996,15.229642856666667,25.741249999999997,0.6,0.4,0.0
47,21,1991.0,24.0,1991-06-11,6,0,0,1,0,28.22857143,33.9,23.9,2.4,16.88285714,5.82,0.1091,0.1564667,0.1734286,0.1739714,0.153241675,soily,0,1,0,27.94285714,33.3,23.3,2.142857143,16.64571429,43.4,1.0,0.0,0.0,31.205555555555552,21.21666666666667,26.049999999999997,2.332142857125,15.373452380833333,28.55375,0.65,0.35,0.0
48,14,1991.0,25.0,1991-06-18,6,0,0,1,0,28.92857143,33.9,25.0,2.171428571,17.70428571,17.0,0.0596,0.09235,0.1301286,0.1306429,0.103180375,soily,0,1,0,28.07142857,33.3,23.3,2.871428571,16.32428571,5.0,0.0,1.0,0.0,31.38888888888889,21.461111111111112,26.23015873,2.3624999998750003,15.501547618333333,26.70625,0.6,0.4,0.0
49,18,1991.0,26.0,1991-06-25,6,0,0,1,0,27.91428571,32.8,22.8,2.042857143,17.62857143,37.8,0.07965,0.122,0.1851143,0.1582429,0.1362518,soily,0,1,0,28.22857143,33.9,23.9,2.4,16.88285714,5.82,0.0,1.0,0.0,31.605555555555554,21.644444444444446,26.40634920611111,2.410714285625,15.679642855833334,24.69625,0.55,0.45,0.0
50,13,1991.0,27.0,1991-07-02,7,0,0,1,0,28.37142857,32.8,23.9,2.142857143,17.35285714,51.99,0.11793833999999999,0.1779333,0.2015286,0.1981571,0.173889335,grassy,1,0,0,28.92857143,33.9,25.0,2.171428571,17.70428571,17.0,0.0,1.0,0.0,31.700000000000003,21.983333333333334,26.616666666666667,2.394642857,15.892619045833333,24.35875,0.5,0.5,0.0
51,14,1991.0,28.0,1991-07-09,7,0,0,1,0,28.41428571,32.8,24.4,2.428571429,17.15142857,18.7,0.0969,0.153395,0.13805,0.1679167,0.139065425,soily,0,1,0,27.91428571,32.8,22.8,2.042857143,17.62857143,37.8,0.0,1.0,0.0,31.73333333333333,22.13888888888889,26.731746031666667,2.299999999875,16.195714284166666,28.03625,0.45,0.55,0.0
52,18,1991.0,29.0,1991-07-16,7,0,0,1,0,28.8,33.9,23.9,2.428571429,17.47285714,23.6,0.06021334,0.07733333,0.09982857,0.1166429,0.088504535,soily,0,1,0,28.37142857,32.8,23.9,2.142857143,17.35285714,51.99,1.0,0.0,0.0,31.855555555555554,22.355555555555554,26.90476190444444,2.2660714285,16.392380950833335,31.96,0.45,0.55,0.0
53,23,1991.0,30.0,1991-07-23,7,0,0,1,0,28.0,32.8,24.4,2.242857143,17.73428571,27.4,0.0801,0.008050000000000002,0.1380333,0.1290667,0.0888125,soily,0,1,0,28.41428571,32.8,24.4,2.428571429,17.15142857,18.7,0.0,1.0,0.0,31.950000000000003,22.566666666666666,27.038095237777778,2.2571428571250003,16.677261903333335,29.87625,0.45,0.55,0.0
54,25,1991.0,31.0,1991-07-30,7,0,0,1,0,28.57142857,33.3,25.0,2.3,17.87857143,34.39,0.07521,0.077973334,0.1906429,0.1593286,0.1257887085,soily,0,1,0,28.8,33.9,23.9,2.428571429,17.47285714,23.6,0.0,1.0,0.0,32.07222222222222,22.75,27.197619047222226,2.328571428625,16.844880950833332,25.41375,0.4,0.6,0.0
55,62,1991.0,32.0,1991-08-06,8,0,0,1,0,28.5,32.8,24.4,2.242857143,17.89571429,31.5,0.07315,0.1124,0.1925857,0.2093571,0.14687319999999998,soily,0,1,0,28.0,32.8,24.4,2.242857143,17.73428571,27.4,0.0,1.0,0.0,32.105555555555554,22.933333333333334,27.303968253333338,2.341071428625,16.963214284166668,23.41375,0.35,0.65,0.0
56,60,1991.0,33.0,1991-08-13,8,0,0,1,0,29.42857143,33.3,25.6,2.185714286,17.91142857,20.4,0.0593,0.11994500000000001,0.1551,0.1567,0.12276125,soily,0,1,0,28.57142857,33.3,25.0,2.3,17.87857143,34.39,0.0,1.0,0.0,32.166666666666664,23.08888888888889,27.443650792777778,2.26964285725,17.1042857125,27.0875,0.35,0.65,0.0
57,76,1991.0,34.0,1991-08-20,8,0,0,1,0,29.27142857,34.4,24.4,2.4,18.01142857,25.47,0.0569,0.09814,0.1285143,0.1437286,0.106820725,soily,0,1,0,28.5,32.8,24.4,2.242857143,17.89571429,31.5,0.0,1.0,0.0,32.38333333333333,23.299999999999997,27.62460317388889,2.250000000125,17.264404760833333,30.2975,0.35,0.65,0.0
58,66,1991.0,35.0,1991-08-27,8,0,0,1,0,28.15714286,32.2,23.9,2.371428571,18.09142857,23.8,0.0693,0.05705,0.22504,0.1864,0.1344475,soily,0,1,0,29.42857143,33.3,25.6,2.185714286,17.91142857,20.4,0.0,1.0,0.0,32.62777777777777,23.55,27.853968253333335,2.2517857145,17.381904760833333,30.7225,0.3,0.7,0.0
59,64,1991.0,36.0,1991-09-03,9,1,0,0,0,28.94285714,34.4,24.4,2.128571429,18.26285714,42.33,0.10805,0.091675,0.1398,0.1624143,0.125484825,soily,0,1,0,29.27142857,34.4,24.4,2.4,18.01142857,25.47,0.0,1.0,0.0,32.90555555555555,23.733333333333334,28.06269841222222,2.296428571625,17.495714284166667,29.18125,0.25,0.75,0.0
60,68,1991.0,37.0,1991-09-10,9,1,0,0,0,28.97142857,33.9,23.3,3.042857143,17.89571429,11.399999999999999,0.10475,0.1598333,0.11208,0.1446429,0.13032655,soily,0,1,0,28.15714286,32.2,23.9,2.371428571,18.09142857,23.8,0.0,1.0,0.0,32.87222222222223,23.855555555555554,28.153174602777778,2.3250000001249997,17.642976189166667,25.6575,0.2,0.8,0.0
61,89,1991.0,38.0,1991-09-17,9,1,0,0,0,28.91428571,33.3,24.4,2.457142857,18.4,28.8,0.1098,0.1527333,0.1685714,0.1688714,0.149994025,soily,0,1,0,28.94285714,34.4,24.4,2.128571429,18.26285714,42.33,0.0,1.0,0.0,32.99444444444444,23.944444444444443,28.243650793333334,2.2875000001249997,17.75797618916667,28.61125,0.2,0.8,0.0
62,92,1991.0,39.0,1991-09-24,9,1,0,0,0,28.14285714,32.8,24.4,2.071428571,18.04428571,77.5,0.16759999999999997,0.1489,0.1714286,0.2181429,0.176517875,grassy,1,0,0,28.97142857,33.9,23.3,3.042857143,17.89571429,11.399999999999999,0.0,1.0,0.0,33.11666666666667,23.97222222222222,28.357142856666666,2.364285714375,17.773928570833334,27.08625,0.15,0.85,0.0
63,140,1991.0,40.0,1991-10-01,10,1,0,0,0,27.74285714,32.8,23.3,2.042857143,17.85,60.0,0.1291,0.16672,0.177,0.1955571,0.167094275,soily,0,1,0,28.91428571,33.3,24.4,2.457142857,18.4,28.8,0.0,1.0,0.0,33.266666666666666,24.061111111111114,28.48968253888889,2.3910714286249997,17.838214285,27.26125,0.1,0.9,0.0
64,116,1991.0,41.0,1991-10-08,10,1,0,0,0,27.65714286,31.7,22.8,2.257142857,17.34428571,55.1,0.093,0.093,0.1450833,0.1681667,0.12481249999999999,soily,0,1,0,28.14285714,32.8,24.4,2.071428571,18.04428571,77.5,1.0,0.0,0.0,33.327777777777776,24.15,28.53174603055556,2.3625000000000003,17.8958333325,32.65,0.15,0.85,0.0
65,142,1991.0,42.0,1991-10-15,10,1,0,0,0,28.54285714,33.9,24.4,2.3,17.43142857,31.19,0.013699999999999997,0.12886,0.1090429,0.1070286,0.089657875,soily,0,1,0,27.74285714,32.8,23.3,2.042857143,17.85,60.0,0.0,1.0,0.0,33.3,24.15,28.520634919444447,2.3375,17.954047618333334,36.2125,0.15,0.85,0.0
